Journal,SJR_2024
Chinese Journal of Microsurgery,0.193
Chirurgie (Germany),0.193
Journal of Biological Regulators and Homeostatic Agents,0.193
Journal of Health and Safety at Work,0.193
Journal of Pharmacology and Pharmacotherapeutics,0.193
Turkish Journal of Physiotherapy and Rehabilitation,0.193
Asian Pacific Journal of Reproduction,0.192
Clinical Nephrology - Case Studies,0.192
Disaster and Emergency Medicine Journal,0.192
Herba Polonica,0.192
Indian Journal of Social Psychiatry,0.192
Journal of Retirement,0.192
Medicina Moderna,0.192
National Medical Journal of China,0.192
Soins Psychiatrie,0.192
Asian Journal of Sports Medicine,0.191
Chinese Journal of Ophthalmology,0.191
Current Psychiatry Research and Reviews,0.191
Human Pathology Reports,0.191
Information Psychiatrique,0.191
Journal of Health and Human Services Administration,0.191
Journal of the Belgian Society of Radiology,0.191
Neurological Sciences and Neurophysiology,0.191
Open Biomedical Engineering Journal,0.191
Pediatric Hematology Oncology Journal,0.191
Revista Colombiana de Reumatologia,0.191
Russian Journal of Clinical Ophthalmology,0.191
Ukrains'kij Zurnal Vijskovoi Medicini,0.191
Allergologie,0.19
Annales de Cardiologie et d'Angeiologie,0.19
Arteterapia,0.19
Central European Journal of Sport Sciences and Medicine,0.19
Geriatrie et Psychologie Neuropsychiatrie du Vieillissement,0.19
Indian Journal of Gynecologic Oncology,0.19
"Journal of Emergency Medicine, Trauma and Acute Care",0.19
Journal of the Association of Physicians of India,0.19
Rossijskij Osteopaticeskij Zurnal,0.19
Translational Research in Urology,0.19
Wounds UK,0.19
Andes Pediatrica,0.189
Global and Regional Health Technology Assessment,0.189
I.P. Pavlov Russian Medical Biological Herald,0.189
Indian Journal of Medical and Paediatric Oncology,0.189
International Journal of Therapy and Rehabilitation,0.189
Journal of Law and Medicine,0.189
Journal of Research in Pharmacy,0.189
MHSalud,0.189
Notulae Scientia Biologicae,0.189
"Proceedings of the International Workshop on Innovative Simulation for Health Care, IWISH",0.189
Revista de Medicina y Cine,0.189
Vestnik Rossijskoj Voenno-Medicinskoj Akademii,0.189
Australian Journal of Otolaryngology,0.188
Bariatric Surgical Practice and Patient Care,0.188
Bulletin of the History of Medicine,0.188
Chinese Journal of Tuberculosis and Respiratory Diseases,0.188
Community and Physician,0.188
International Journal of Environmental Health Engineering,0.188
Journal of Military and Veterans' Health,0.188
Journal of Visualized Surgery,0.188
Nigerian Journal of Physiological Sciences,0.188
Revista Baiana de Enfermagem,0.188
World Cancer Research Journal,0.188
Acta Chirurgiae Plasticae,0.187
Biostatistics and Epidemiology,0.187
British Columbia Medical Journal,0.187
Case Reports in Critical Care,0.187
Chinese Journal of Hepatology,0.187
Communication and Medicine,0.187
Fa yi xue za zhi,0.187
Giornale Italiano di Cardiologia,0.187
Health Professions Education,0.187
Immunopathologia Persa,0.187
International Journal of Healthcare Technology and Management,0.187
International Journal of Special Education,0.187
Iranian Journal of Pediatric Hematology and Oncology,0.187
Journal of Child and Adolescent Mental Health,0.187
Journal of Environmental Health,0.187
Journal of Korean Academy of Psychiatric and Mental Health Nursing,0.187
Journal of Public Health and Emergency,0.187
Medicina Naturista,0.187
Multimedia manual of cardiothoracic surgery : MMCTS / European Association for Cardio-Thoracic Surgery,0.187
Rwanda Journal of Medicine and Health Sciences,0.187
Academic Forensic Pathology,0.186
Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,0.186
Archives of Breast Cancer,0.186
Foregut,0.186
Global Biosecurity,0.186
Health and Addictions / Salud y Drogas,0.186
"International Journal of Health, Wellness, and Society",0.186
Journal of Indian Association of Pediatric Surgeons,0.186
Medecine Tropicale et Sante Internationale (MTSI),0.186
Medecine et Droit,0.186
Middle East Journal of Cancer,0.186
Polski Merkuriusz Lekarski,0.186
Bulletin de la Dialyse a Domicile,0.185
Current Cardiovascular Imaging Reports,0.185
"International Journal of Body, Mind and Culture",0.185
International Tinnitus Journal,0.185
Journal of Child Science,0.185
Journal of Endovascular Resuscitation and Trauma Management,0.185
"Journal of Obstetrics, Gynecology and Cancer Research",0.185
Journal of the Canadian Society of Forensic Science,0.185
Passer Journal of Basic and Applied Sciences,0.185
Polish Journal of Medical Physics and Engineering,0.185
"Proceedings of International Conference on Communications, Electromagnetic and Medical Applications, CEMA",0.185
Rational Pharmacotherapy in Cardiology,0.185
Revista Brasileira de Cineantropometria e Desempenho Humano,0.185
Swiss dental journal,0.185
Chinese Journal of Food Hygiene,0.184
Cytology and Genetics,0.184
Gesundheitsokonomie und Qualitatsmanagement,0.184
Hygiene + Medizin,0.184
Journal of Acupuncture and Tuina Science,0.184
Journal of Cosmetic Science,0.184
Novel Research in Microbiology Journal,0.184
"Obstetrics, Gynaecology and Reproductive Medicine",0.184
Orthopaedics and Trauma,0.184
SKINmed,0.184
Deutsche Medizinische Wochenschrift,0.183
Egyptian Journal of Community Medicine,0.183
Evolution Psychiatrique,0.183
Exercise Science,0.183
Journal of Ayub Medical College,0.183
Journal of Emergency and Critical Care Medicine,0.183
South Eastern European Journal of Public Health,0.183
Ekologiya Cheloveka (Human Ecology),0.182
Gaceta Medica de Mexico,0.182
International Journal of Sport and Society,0.182
Noise Control Engineering Journal,0.182
Obere Extremitat,0.182
Oxford Medical Case Reports,0.182
Russian Journal of Anesthesiology and Reanimatology /Anesteziologiya i Reanimatologiya,0.182
Chinese General Practice,0.181
Journal of Diabetology,0.181
Journal of Health Sciences,0.181
Urologie,0.181
Archives of Psychiatry and Psychotherapy,0.18
Chinese Journal of Plastic and Reconstructive Surgery,0.18
Chinese Traditional and Herbal Drugs,0.18
Healthcare Papers,0.18
Hrvatska Revija Za Rehabilitacijska Istrazivanja,0.18
Jahr,0.18
Journal of Peking University (Health Sciences),0.18
Journal of the History of Medicine and Allied Sciences,0.18
Neurology and Clinical Neuroscience,0.18
Open Bioinformatics Journal,0.18
Plastic and Aesthetic Nursing,0.18
Russian Journal of Infection and Immunity,0.18
Urogynaecologia International Journal,0.18
Current Orthopaedic Practice,0.179
European Journal of Oncology Pharmacy,0.179
Fortschritte der Neurologie Psychiatrie,0.179
Global Journal on Quality and Safety in Healthcare,0.179
Index de Enfermeria,0.179
International Journal of Medical Toxicology and Forensic Medicine,0.179
Iranian Journal of Breast Diseases,0.179
Journal of Gerontology and Geriatrics,0.179
Southern African Journal of Anaesthesia and Analgesia,0.179
Sportverletzung-Sportschaden,0.179
Surgical Practice,0.179
Annals of HPB Surgery,0.178
Clinical and Experimental Morphology,0.178
Endodontology,0.178
IMAGING,0.178
Iranian Journal of Pediatrics,0.178
Journal of Clinical Urology,0.178
Journal of Clinical and Translational Endocrinology: Case Reports,0.178
Journal of Public Health and Development,0.178
Oncology Issues,0.178
Sport TK,0.178
Suchttherapie,0.178
Trauma Case Reports,0.178
Annales de Pathologie,0.177
Arterial Hypertension,0.177
"International Conference on Information and Communication Technologies for Ageing Well and e-Health, ICT4AWE - Proceedings",0.177
Journal of Intellectual Disability - Diagnosis and Treatment,0.177
Journal of Physical Education (Maringa),0.177
Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,0.177
Zhurnal Nevrologii i Psihiatrii imeni S.S. Korsakova,0.177
Addictive Disorders and their Treatment,0.176
Advances in Gerontology,0.176
Cirugia Plastica Ibero-Latinoamericana,0.176
Current Drug Therapy,0.176
Donald School Journal of Ultrasound in Obstetrics and Gynecology,0.176
Journal of Lymphoedema,0.176
Journal of UOEH,0.176
Oral Surgery,0.176
"Reabilitacijos Mokslai: Slauga, Kineziterapija, Ergoterapija",0.176
Studia Sportiva,0.176
Urologiia,0.176
Acta Medica,0.175
Ceskoslovenska Patologie,0.175
Chinese Journal of Pediatrics,0.175
Current Treatment Options in Pediatrics,0.175
General Dentistry,0.175
Giornale Italiano di Medicina del Lavoro ed Ergonomia,0.175
HIV and AIDS Review,0.175
JBJS Case Connector,0.175
Laryngo- Rhino- Otologie,0.175
Chinese Journal of Cardiology,0.174
Current Women's Health Reviews,0.174
"Iranian Journal of Obstetrics, Gynecology and Infertility",0.174
JCRS Online Case Reports,0.174
Journal of Anesthesia History,0.174
Journal of Research and Health,0.174
Medecine Palliative,0.174
Research Results in Pharmacology,0.174
Russian Military Medical Academy Reports,0.174
Turkish Journal of Vascular Surgery,0.174
Acta Haematologica Polonica,0.173
Canadian Prosthetics and Orthotics Journal,0.173
Chinese Journal of Schistosomiasis Control,0.173
Hacia la Promocion de la Salud,0.173
Hippokratia,0.173
International Journal of Systemic Therapy,0.173
Iranian Journal of Medical Microbiology,0.173
Kobe Journal of Medical Sciences,0.173
Nephrology Nursing Journal,0.173
Rossiiskii Oftal'mologicheskii Zhurnal,0.173
Tropical Journal of Pharmaceutical Research,0.173
Turk Noroloji Dergisi,0.173
Zhurnal Mikrobiologii Epidemiologii i Immunobiologii,0.173
Exploratory Animal and Medical Research,0.172
Frontiers in Emergency Medicine,0.172
Human Biology,0.172
Journal of Forensic Science and Medicine,0.172
Kardiologie,0.172
"Proceedings - International Conference on Developments in eSystems Engineering, DeSE",0.172
Rehabilitacion,0.172
Revista de la Facultad de Medicina Humana,0.172
Bali Journal of Anesthesiology,0.171
Chinese Critical Care Medicine,0.171
Forensic Science and Technology,0.171
Italian Journal of Anatomy and Embryology,0.171
JAVA - Journal of the Association for Vascular Access,0.171
Journal of Hematopathology,0.171
Microbes and Infectious Diseases,0.171
New directions for student leadership,0.171
Oftalmologiya,0.171
Revista Chilena de Fonoaudiologia,0.171
Wiadomosci Lekarskie,0.171
AME Medical Journal,0.17
Angiologiya i Sosudistaya Khirurgiya,0.17
Enfermeria Nefrologica,0.17
Gynecology,0.17
International Journal of Noncommunicable Diseases,0.17
Iranian Journal of Epidemiology,0.17
Journal for Vascular Ultrasound,0.17
Minerva Psychiatry,0.17
Nutrition Clinique et Metabolisme,0.17
Open Cardiovascular Medicine Journal,0.17
Progresos de Obstetricia y Ginecologia,0.17
Revista Colombiana de Cirugia,0.17
Viral Hepatitis Journal,0.17
Adiktologie,0.169
Asian Journal of Anesthesiology,0.169
Health Biotechnology and Biopharma,0.169
International Journal of Gerontology,0.169
"International Journal of Nutrition, Pharmacology, Neurological Diseases",0.169
Journal of Modern Rehabilitation,0.169
Pharmaceutical Sciences Asia,0.169
Public Health and Life Environment,0.169
Science of Traditional Chinese Medicine,0.169
Zhurnal Voprosy Nejrokhirurgii Imeni N.N. Burdenko,0.169
Annals of Movement Disorders,0.168
Annals of Pediatric Surgery (Egypt),0.168
Chinese Journal of Ultrasonography,0.168
Health Technology Assessment in Action,0.168
Human Physiology,0.168
Journal of Communicable Diseases,0.168
Journal of Indian Academy of Oral Medicine and Radiology,0.168
Journal of Pediatric Neurosciences,0.168
Journal of South Asian Federation of Obstetrics and Gynaecology,0.168
Journal of the Anatomical Society of India,0.168
Malaysian Journal of Public Health Medicine,0.168
Modern Preventive Medicine,0.168
Polish Annals of Medicine,0.168
Revista Cuidarte,0.168
Revista Facultad Nacional de Salud Publica,0.168
Anti-Infective Agents,0.167
Asian Pacific Journal of Cancer Care,0.167
Egyptian Journal of Medical Microbiology (Egypt),0.167
Indian Journal of Rheumatology,0.167
Iranian Journal of Medical Ethics and History of Medicine,0.167
Japanese Journal of Health Physics,0.167
Journal of Biological Research (Italy),0.167
Journal of Cellular and Molecular Anesthesia,0.167
Journal of Legal Medicine,0.167
Journal of Mathematical and Fundamental Sciences,0.167
Journal of the Korean Society of Radiology,0.167
Orthopedic Journal of China,0.167
Pirogov Russian Journal of Surgery,0.167
Revista Brasileira de Cirurgia Plastica,0.167
Tidsskrift for den Norske Legeforening,0.167
Acta Medica Philippina,0.166
Bulletin of Russian State Medical University,0.166
Chinese Journal of Obstetrics and Gynecology and Pediatrics,0.166
Clinical Archives of Communication Disorders,0.166
Craniomaxillofacial Research and Innovation,0.166
Indonesian Journal of Medical Laboratory Science and Technology,0.166
Journal of Biostatistics and Epidemiology,0.166
Operative Techniques in Otolaryngology - Head and Neck Surgery,0.166
Pamukkale Journal of Sport Sciences,0.166
Turk Osteoporoz Dergisi,0.166
Virologie,0.166
Chinese Journal of Endocrinology and Metabolism,0.165
Current Challenges in Thoracic Surgery,0.165
Health Education and Health Promotion,0.165
Iranian Journal of Dermatology,0.165
Journal of Neonatology,0.165
Journal of Pakistan Association of Dermatologists,0.165
"Psychoanalysis, Self and Context",0.165
Revista Chilena de Infectologia,0.165
System Safety: Human - Technical Facility - Environment,0.165
Voprosy Detskoi Dietologii,0.165
Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology,0.165
Biomedical Engineering,0.164
Chinese Journal of Behavioral Medicine and Brain Science,0.164
Computing in Cardiology,0.164
"Journal of Natural Science, Biology and Medicine",0.164
Koloproktologia,0.164
National Journal of Clinical Anatomy,0.164
Open Journal of Bioresources,0.164
Revista Alergia Mexico,0.164
Tokai Journal of Experimental and Clinical Medicine,0.164
Vestnik Transplantologii i Iskusstvennykh Organov,0.164
Annals of Child Neurology,0.163
Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine,0.163
Canadian Journal of Bioethics,0.163
Chinese Journal of Public Health,0.163
Gerokomos,0.163
Indian Journal of Community Health,0.163
Indian Journal of Surgery,0.163
Investigacion en Educacion Medica,0.163
Iranian Journal of Medical Physics,0.163
Journal of Critical Limb Ischemia,0.163
Journal of Diagnostic Medical Sonography,0.163
Journal of Drug Education,0.163
Journal of Hard Tissue Biology,0.163
Oral and Maxillofacial Surgery Cases,0.163
Revista Facultad de Medicina,0.163
Sigurnost,0.163
Techniques in Orthopaedics,0.163
Acta Academiae Medicinae Sinicae,0.162
Acta Dermatovenerologica Croatica,0.162
Archives of Pediatric Neurosurgery,0.162
Chinese Journal of General Practice,0.162
Epidemiologiya i Vaktsinoprofilaktika,0.162
Iranian Journal of Neonatology,0.162
Journal for Modeling in Ophthalmology,0.162
Journal of Pediatrics Review,0.162
Journal of Wound Management,0.162
Manuelle Medizin,0.162
Medico e Bambino,0.162
Profilakticheskaya Meditsina,0.162
Reports in Medical Imaging,0.162
Tijdschrift voor Psychiatrie,0.162
Acta Facultatis Medicae Naissensis,0.161
Acute Medicine,0.161
Aesthetic Cosmetology and Medicine,0.161
Archives of legal medicine,0.161
Asian Journal of Gerontology and Geriatrics,0.161
Chinese Journal of Hospital Pharmacy,0.161
Eye Glaz,0.161
Future of Children,0.161
Indonesian Journal of Occupational Safety and Health,0.161
Integrative and Complementary Therapies,0.161
Journal of Babol University of Medical Sciences,0.161
Journal of Health Administration,0.161
Journal of Public Health and Pharmacy,0.161
Klinichescheskaya Laboratornaya Diagnostika,0.161
Oncology in Clinical Practice,0.161
Russian Journal of Operative Surgery and Clinical Anatomy,0.161
Scandinavian Psychoanalytic Review,0.161
Social History of Alcohol and Drugs,0.161
Chinese Journal of Evidence-Based Medicine,0.16
Chinese Journal of Surgery,0.16
Current Problems in Cancer: Case Reports,0.16
International Journal of Statistics in Medical Research,0.16
Journal of Applied Rehabilitation Counseling,0.16
Medical Technologies. Assessment and Choice,0.16
National Journal of Community Medicine,0.16
Neurology Asia,0.16
Open Access Journal of Clinical Trials,0.16
Physiotherapy Practice and Research,0.16
Postepy Higieny i Medycyny Doswiadczalnej,0.16
Puerto Rico Health Sciences Journal,0.16
Sports Orthopaedics and Traumatology,0.16
Unnes Journal of Public Health,0.16
Advances in Clinical Radiology,0.159
China Oncology,0.159
Chinese Journal of Medical Genetics,0.159
Clinical Osteology,0.159
Digestive Medicine Research,0.159
Emergency Care Journal,0.159
Journal of Community Medicine and Primary Health Care,0.159
Journal of Health Science and Medical Research,0.159
Journal of Nutrition and Food Security,0.159
Jurnal Kesehatan Lingkungan,0.159
MEDSURG Nursing,0.159
National Medical Journal of India,0.159
PDA Journal of Pharmaceutical Science and Technology,0.159
Recherche en soins infirmiers,0.159
Rehabilitation and Recreation,0.159
Egyptian Journal of Histology,0.158
IIUM Medical Journal Malaysia,0.158
International Journal of Disabilities Sports and Health Sciences,0.158
Italian Journal of Vascular and Endovascular Surgery,0.158
Journal of Health Sciences and Surveillance System,0.158
Journal of Pediatric Surgery Case Reports,0.158
Jundishapur Journal of Chronic Disease Care,0.158
Jurnal Keperawatan Padjadjaran,0.158
Pediatric Hematology/Oncology and Immunopathology,0.158
Science of Law,0.158
Thai Journal of Obstetrics and Gynaecology,0.158
"Tuberculosis, Lung Diseases, HIV Infection",0.158
Al-Rafidain Journal of Medical Sciences,0.157
Anaesthesia and Intensive Care Medicine,0.157
Bulgarian Journal of Psychiatry,0.157
Chinese Journal of Nuclear Medicine and Molecular Imaging,0.157
Chinese Journal of Orthopaedic Trauma,0.157
Fluoride - Quarterly Reports,0.157
Gematologiya i Transfuziologiya,0.157
Genetics and Molecular Research,0.157
Journal of Boron,0.157
Journal of Trauma and Injury,0.157
Koomesh,0.157
Medicinski Casopis,0.157
"Molecular Genetics, Microbiology and Virology",0.157
Salute e Societa,0.157
"Anaesthesia, Pain and Intensive Care",0.156
Arkhiv Patologii,0.156
Australasian Journal of Plastic Surgery,0.156
Ceska a Slovenska Neurologie a Neurochirurgie,0.156
Chronobiology in Medicine,0.156
In Silico Biology,0.156
International Journal of Radiation Research,0.156
Journal of Renal Injury Prevention,0.156
Journal of Wound Management and Research,0.156
Journal of the International Society of Physical and Rehabilitation Medicine,0.156
Kathmandu University Medical Journal,0.156
Medical Journal of Indonesia,0.156
Molekulyarnaya Biologiya,0.156
"Obstetrics, Gynecology and Reproduction",0.156
Russian Journal of Pain,0.156
Akusherstvo i Ginekologiya (Russian Federation),0.155
Chinese Journal of General Practitioners,0.155
Chinese Journal of Psychiatry,0.155
Current Topics in Nutraceutical Research,0.155
Ethiopian Journal of Reproductive Health,0.155
European Journal of Translational and Clinical Medicine,0.155
Indian Journal of Physiology and Pharmacology,0.155
Indian Spine Journal,0.155
Journal of Advances in Medical and Biomedical Research,0.155
Journal of Military Medicine,0.155
Kliniceskaa Mikrobiologia i Antimikrobnaa Himioterapia,0.155
Phytopathogenic Mollicutes,0.155
"Revista Portuguesa de Estomatologia, Medicina Dentaria e Cirurgia Maxilofacial",0.155
Revista de Investigacion e Innovacion en Ciencias de la Salud,0.155
Trauma Monthly,0.155
Turkish Journal of Child and Adolescent Mental Health,0.155
Zhongguo shi yan xue ye xue za zhi / Zhongguo bing li sheng li xue hui = Journal of experimental hematology / Chinese Association of Pathophysiology,0.155
Archivos de Medicina del Deporte,0.154
Breastfeeding Review,0.154
European Journal of Anatomy,0.154
Health Care of the Russian Federation,0.154
Journal of Musculoskeletal Surgery and Research,0.154
Revue Medicale de Liege,0.154
Shanghai Chest,0.154
African Journal of Biomedical Research,0.153
Archives des Maladies Professionnelles et de l'Environnement,0.153
"Egyptian Journal of Ear, Nose, Throat and Allied Sciences",0.153
Generations,0.153
Indian Journal of Neurosurgery,0.153
International Journal of Probiotics and Prebiotics,0.153
Iranian Journal of Health and Environment,0.153
Journal of Applied Cosmetology,0.153
Journal of Comprehensive Pediatrics,0.153
Journal of Gynecologic Surgery,0.153
Journal of Pediatric Research,0.153
Malaysian Journal of Medicine and Health Sciences,0.153
Otolaryngology Case Reports,0.153
Reproductive Health of Woman,0.153
Revista Espanola de Patologia,0.153
Revista de Neuro-Psiquiatria,0.153
Taiwan Journal of Public Health,0.153
Universal Journal of Public Health,0.153
Anasthesiologie und Intensivmedizin,0.152
Archives of Mental Health,0.152
Asian Journal of WTO and International Health Law and Policy,0.152
Kurume Medical Journal,0.152
Medical Radiology and Radiation Safety,0.152
Palliative Medicine in Practice,0.152
SKIN: Journal of Cutaneous Medicine,0.152
Studia Ecologiae et Bioethicae,0.152
Acta Medica Iranica,0.151
"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS",0.151
Annales de Biologie Clinique,0.151
Archive of Oncology,0.151
Casopis Lekaru Ceskych,0.151
Chinese Journal of Experimental Traditional Medical Formulae,0.151
Chinese Journal of Neurology,0.151
Chinese Journal of Perinatal Medicine,0.151
Colombian Journal of Anesthesiology,0.151
Current Topics in Pharmacology,0.151
Ethiopian Journal of Pediatrics and Child Health,0.151
Forum for Nordic Dermato-Venerology,0.151
Imagerie de la Femme,0.151
Iran Occupational Health,0.151
Journal of Emergency Practice and Trauma,0.151
Linacre Quarterly,0.151
Medical Journal of Tabriz University of Medical Sciences,0.151
Psycho-Oncologie,0.151
Revista Cubana de Informacion en Ciencias de la Salud,0.151
Revista Medica Clinica Las Condes,0.151
"Sarkomy Kostej, Magkih Tkanej i Opuholi Kozi",0.151
Travma,0.151
Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology,0.151
Vestnik Rossiiskoi Akademii Meditsinskikh Nauk,0.151
Vestnik Urologii/Urology Herald,0.151
Zhongguo gu shang = China journal of orthopaedics and traumatology,0.151
Ambulatornaya Khirurgiya,0.15
Archivos Latinoamericanos de Nutricion,0.15
Bahrain Medical Bulletin,0.15
Brazilian Journal of Biometrics,0.15
Chinese Journal of Industrial Hygiene and Occupational Diseases,0.15
Chinese Journal of Radiological Medicine and Protection,0.15
Current Signal Transduction Therapy,0.15
European Oncology and Haematology,0.15
GaBI Journal,0.15
Innere Medizin (Germany),0.15
Iranian South Medical Journal,0.15
Journal of Clinical Otorhinolaryngology Head and Neck Surgery,0.15
Journal of Pediatric and Neonatal Individualized Medicine,0.15
Journal of the Korean Medical Association,0.15
Malaysian Journal of Microbiology,0.15
Messenger of Anesthesiology and Resuscitation,0.15
Paediatric Surgery (Ukraine),0.15
Paediatrica Indonesiana,0.15
Rozhledy v Chirurgii,0.15
Vnitrni Lekarstvi,0.15
Zentralblatt fur Chirurgie,0.15
American journal of disaster medicine,0.149
Archives of Clinical Infectious Diseases,0.149
Hirurgia Pozvonochnika,0.149
Human Research in Rehabilitation,0.149
Journal of Iranian Medical Council,0.149
"Mediterranean Journal of Infection, Microbes and Antimicrobials",0.149
Monatsschrift fur Kinderheilkunde,0.149
National Health Care (Russia),0.149
Nauchno-Prakticheskaya Revmatologiya,0.149
Pediatric emergency medicine practice,0.149
Plasmatology,0.149
Proceedings of the IEEE International Conference Image Information Processing,0.149
Public Health Forum,0.149
Revista de la Asociacion Espanola de Especialistas en Medicina del Trabajo,0.149
Trends in Biomaterials and Artificial Organs,0.149
Video-Assisted Thoracic Surgery,0.149
Chinese Journal of Diabetes Mellitus,0.148
Chinese Journal of Orthopaedics,0.148
Grudnaya i Serdechno-Sosudistaya Khirurgiya,0.148
International Journal of Cardiovascular Sciences,0.148
International Journal of Pharmaceutical Compounding,0.148
Klimik Dergisi,0.148
Majalah Obat Tradisional,0.148
"Pain, Joints, Spine",0.148
"Pediatric Traumatology, Orthopaedics and Reconstructive Surgery",0.148
Przeglad Dermatologiczny,0.148
Recenti Progressi in Medicina,0.148
Russian Electronic Journal of Radiology,0.148
Russian Journal of Human Reproduction,0.148
Acupuncture and Electro-Therapeutics Research,0.147
Central European Journal of Paediatrics,0.147
Chinese Journal of Pathology,0.147
EAI/Springer Innovations in Communication and Computing,0.147
ERS Monograph,0.147
Magyar Onkologia,0.147
Malaysian Journal of Microscopy,0.147
Revista Ecuatoriana de Neurologia,0.147
Russian Cardiology Bulletin,0.147
Travmatologiya i Ortopediya Rossii,0.147
Bulletin de l'Academie Nationale de Medecine,0.146
Chinese Journal of Otorhinolaryngology Head and Neck Surgery,0.146
HIV Infection and Immunosuppressive Disorders,0.146
"Infectious Diseases: News, Opinions, Training",0.146
NPG Neurologie - Psychiatrie - Geriatrie,0.146
Neuropsychiatric Investigation,0.146
Pelviperineology,0.146
Revista de la Facultad de Ciencias Medicas de Cordoba,0.146
Russian Journal of Woman and Child Health,0.146
Seminars in Colon and Rectal Surgery,0.146
Annals of Clinical and Experimental Neurology,0.145
Asthma Allergy Immunology,0.145
Chinese Journal of Antituberculosis,0.145
Digital Diagnostics,0.145
International Journal of Epilepsy,0.145
Journal fur Reproduktionsmedizin und Endokrinologie,0.145
Journal of Experimental and Clinical Medicine (Turkey),0.145
Journal of Nepal Paediatric Society,0.145
Marmara Medical Journal,0.145
Medical Journal of Peking Union Medical College Hospital,0.145
Meditsinskiy Sovet,0.145
Minerva Orthopedics,0.145
Plastic Surgery and Aesthetic Medicine,0.145
Problems of Cryobiology and Cryomedicine,0.145
Siberian Journal of Clinical and Experimental Medicine,0.145
Uspehi Molekularnoj Onkologii,0.145
Cahiers de Nutrition et de Dietetique,0.144
Chinese Journal of Experimental Ophthalmology,0.144
Chinese Journal of Pediatric Surgery,0.144
Ernahrungs Umschau,0.144
Extreme Medicine,0.144
Indian Journal of Transplantation,0.144
International Journal of Organ Transplantation Medicine,0.144
Jordan Medical Journal,0.144
Journal of Korean Biological Nursing Science,0.144
Journal of Medical Education Development,0.144
Kardiologiya i Serdechno-Sosudistaya Khirurgiya,0.144
Kinesitherapie,0.144
Language and Psychoanalysis,0.144
Medecine/Sciences,0.144
Medicina Paliativa,0.144
Mikrobiolohichnyi Zhurnal,0.144
Russian Open Medical Journal,0.144
Rwanda Medical Journal,0.144
South African Orthopaedic Journal,0.144
Acta Angiologica,0.143
Anales de la Facultad de Medicina,0.143
Archives of Health Science and Research,0.143
Australian Journal of Herbal and Naturopathic Medicine,0.143
Canadian Journal of Health History,0.143
Chinese Journal of Primary Medicine and Pharmacy,0.143
Cirugia Cardiovascular,0.143
Diyala Journal of Medicine,0.143
Farmakoekonomika,0.143
HoST - Journal of History of Science and Technology,0.143
Journal of Cardiac Critical Care,0.143
Journal of Medicine (Bangladesh),0.143
Medical Immunology (Russia),0.143
Obozrenie Psihiatrii i Medicinskoj Psihologii Imeni V.M. Bekhtereva,0.143
Praxis der Kinderpsychologie und Kinderpsychiatrie,0.143
Revista de Gastroenterologia del Peru,0.143
Trends in Immunotherapy,0.143
Ukrainian Journal of Nephrology and Dialysis,0.143
VacciMonitor,0.143
Zhongguo Ertong Baojian Zazhi,0.143
Acta Medica Peruana,0.142
Biomedical and Biopharmaceutical Research,0.142
Coloproctology,0.142
Cuadernos de bioética : revista oficial de la Asociación Española de Bioética y Ética Médica,0.142
Duzce Medical Journal,0.142
Formosan Journal of Surgery,0.142
Journal of Mazandaran University of Medical Sciences,0.142
Journal of Pediatric Infectious Diseases,0.142
Laeknabladid,0.142
Medicina Fluminensis,0.142
Nervno-Myshechnye Bolezni,0.142
Opuholi Golovy i Sei,0.142
Revista Espanola de Drogodependencias,0.142
Revista Internacional de Acupuntura,0.142
Russian Journal of Stomatology,0.142
Sri Lanka Journal of Child Health,0.142
Turkish Journal of Nephrology,0.142
Vakcinologie,0.142
Activitas Nervosa Superior Rediviva,0.141
Chinese Journal of Applied Clinical Pediatrics,0.141
Coronaviruses,0.141
Epilepsy and Seizure,0.141
Farmatsiya i Farmakologiya,0.141
"Fiziolohichnyi zhurnal (Kiev, Ukraine : 1994)",0.141
Fyodorov Journal of Ophthalmic Surgery,0.141
Heythrop Journal - Quarterly Review of Philosophy and Theology,0.141
International Journal of Pharmaceutical Sciences and Nanotechnology,0.141
Iranian Journal of Diabetes and Metabolism,0.141
Journal of Environmental and Occupational Medicine,0.141
Jurnal Biometrika dan Kependudukan,0.141
Jurnal Infektologii,0.141
Kemas,0.141
Laser Therapy,0.141
Revista Ciencias de la Salud,0.141
Rossijskij Psihiatriceskij Zurnal,0.141
Socijalna Psihijatrija,0.141
Sports Medicine: Research and Practice,0.141
Techniques in Foot and Ankle Surgery,0.141
Transplantologiya. The Russian Journal of Transplantation,0.141
Ugeskrift for Laeger,0.141
Vojnosanitetski Pregled,0.141
AME Surgical Journal,0.14
Anestezi Dergisi,0.14
Breast Cancer Management,0.14
Current Psychiatry,0.14
Dermatologia Argentina,0.14
Indonesian Journal of Obstetrics and Gynecology,0.14
International Journal for Research in Learning Disabilities,0.14
